STATION,DATE,MONTH,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG ADJ,,,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00024127,2004-08,8,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.9,",X",526.3,0,165.7,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",17,",0",,,,,7,,8.9,",0,27,",0,",,0,31,+",0,",,0,31,+",1.5,",,0,23,+",36.7,",0,13,",6.9,0,21.7,",,,0,0,2",21.7,",,,0,0,3",6.9,",0",23.9,",,,0,0,2",23.3,",,,0,0,3",16.7,",,,0,0,2",17.2,",,,0,0,3",19.4,",,,0,0,2",17.8,",,,0,0,3",19.4,",,,0,0,2",19.8,",,,0,0,3",22.1,",,,0,0,2",21.3,",,,0,0,3",4.8,",,,0",,,0,",,,0",23.45,-0.35,,,",0",30.65,",,,0",16.25,",,,0",0,"1,W",,,220,",X",240,",X",,,,,,,17.4,",X",21.9,",X",,,,
USW00024127,2004-09,9,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.2,",X",587.6,0,61.3,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",23,",0",6,",0",1,,,,4,,2.2,",0,21,",0,",,0,30,+",0,",,0,30,+",5.3,",,0,03,",35.6,",0,01,",63,0,17.8,"1,,,0,0,2",18.3,"1,,,0,0,3",56.1,",0",20.6,",,,0,0,2",19.4,"1,,,0,0,3",12.8,"1,,,0,0,2",14.4,"1,,,0,0,3",15.6,",,,0,0,2",15.6,"1,,,0,0,3",15.7,"1,,,0,0,2",16.4,"1,,,0,0,3",18.3,",,,0,0,2",17.8,"1,,,0,0,3",12.6,",,,0",,,0,",,,0",18.51,0.13,,,",0",25.82,",,,0",11.2,",,,0",0,"2,W",,,180,",X",170,",X",,,,,,,19.2,",X",22.8,",X",,,,
USW00024127,2004-10,10,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4,",X",590.9,0,3.3,",0",13,",0",11,",0",1,",0",0,",0",0,",0",0,",0",1,",0",0,",0",11,",0",0,",0",12,,,,,,-1.1,",0,31,",0,",,0,31,+",3,",,0,31,",29,",,0,20,",28.3,",0,09,+",258.3,0,15,"1,,,0,0,2",15.6,",,,0,0,3",195.3,",0",16.7,"1,,,0,0,2",16.1,",,,0,0,3",6.1,"1,,,0,0,2",7.8,",,,0,0,3",9.4,"1,,,0,0,2",9.4,",,,0,0,3",11.6,"1,,,0,0,2",12.1,",,,0,0,3",13.9,"1,,,0,0,2",13.3,",,,0,0,3",88.4,",,,0",,,3,",,,0",12.14,0.61,,,",0",17.39,",,,0",6.89,",,,0",,,,,290,",X",300,",X",,,,,,,16.1,",X",20.1,",X",,,,
USW00024127,2004-11,11,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",2.7,",X",590.9,0,0,",0",10,",0",4,",0",0,",0",1,",0",1,",0",0,",0",19,",0",3,",0",0,",0",0,",0",18,,3,,1,,-10.6,",0,29,",51,",,0,28,",71,",,0,27,",8.9,",,0,25,",19.4,",0,08,",691.9,0,8.3,",,,0,0,2",7.8,"1,,,0,0,3",433.6,",0",9.4,",,,0,0,2",9.4,",,,0,0,3",1.7,",,,0,0,2",2.2,"1,,,0,0,3",2.2,",,,0,0,2",2.8,",,,0,0,3",4.9,",,,0,0,2",5.4,"1,,,0,0,3",6.9,",,,0,0,2",7,",,,0,0,3",31.6,",,,0",,,84,",,,0",3.88,-0.24,,,",0",8.49,",,,0",-0.73,",,,0",,,,,330,",X",340,",X",,,,,,,10.7,",X",12.5,",X",,,,
USW00024127,2004-12,12,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.2,",X",590.9,0,0,",0",9,",0",2,",0",0,",0",5,",0",1,",0",0,",0",25,",0",12,",0",0,",0",0,",0",18,,4,,,,-13.9,",0,23,",51,",,0,23,",46,",,0,22,",4.6,",,0,29,",13.3,",0,10,",1248.2,0,3.3,"3,,,0,0,2",3.3,"1,,,0,0,3",556.3,",0",5.6,"3,,,0,0,2",5,"3,,,0,0,3",-2.8,"3,,,0,0,2",-1.1,"1,,,0,0,3",0.6,"3,,,0,0,2",0.6,"3,,,0,0,3",1.3,"3,,,0,0,2",1.5,"1,,,0,0,3",2.8,"3,,,0,0,2",2.7,"3,,,0,0,3",13.4,",,,0",,,95,",,,0",0.39,1.48,,,",0",4.39,",,,0",-3.61,",,,0",,,,,150,",X",160,",X",,,,,,,16.1,",X",20.6,",X",,,,
USW00024127,2005-01,1,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",2.9,",X",0,0,0,",0",10,",0",5,",0",0,",0",4,",0",2,",0",0,",0",26,",0",3,",0",0,",0",0,",0",25,,6,,,,-8.3,",0,06,",76,",,0,07,+",79,",,0,05,",8.6,",,0,11,",10,",0,28,+",1774.5,0,3.3,",,,0,0,2",3.3,",,,0,0,3",526.3,",0",4.4,",,,0,0,2",4.4,",,,0,0,3",0,",,,0,0,2",0.6,",,,0,0,3",1.7,",,,0,0,2",1.1,",,,0,0,3",1.9,",,,0,0,2",2.1,",,,0,0,3",3,",,,0,0,2",2.9,",,,0,0,3",36.7,",,,0",,,171,",,,0",1.36,3.75,,,",0",4.59,",,,0",-1.88,",,,0",0,"3,W",,,160,",X",150,",X",,,,,,,18.3,",X",22.8,",X",,,,
USW00024127,2005-02,2,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",2.8,",X",0,0,0,",0",8,",0",4,",0",0,",0",8,",0",2,",0",0,",0",25,",0",0,",0",0,",0",0,",0",12,,2,,,,-11.7,",0,08,",152,",,0,07,",193,",,0,07,",10.9,",,0,07,",12.2,",0,28,+",2242.3,0,3.3,"1,,,0,0,2",3.9,"1,,,0,0,3",467.8,",0",6.1,"1,,,0,0,2",5,"1,,,0,0,3",-1.1,"1,,,0,0,2",-1.1,"1,,,0,0,3",1.1,"1,,,0,0,2",1.1,"1,,,0,0,3",1.3,"1,,,0,0,2",1.7,"1,,,0,0,3",3.3,"1,,,0,0,2",3.3,"1,,,0,0,3",31.3,",,,0",,,287,",,,0",1.63,1.03,,,",0",6.61,",,,0",-3.35,",,,0",,,,,170,",X",160,",X",,,,,,,13.4,",X",16.5,",X",,,,
USW00024127,2005-03,3,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4,",X",0,0,0,",0",13,",0",6,",0",0,",0",1,",0",1,",0",0,",0",11,",0",0,",0",0,",0",0,",0",9,,,,,,-5,",0,14,",25,",,0,30,",56,",,0,30,",20.6,",,0,23,",18.3,",0,12,+",2625.8,0,7.2,"1,,,0,0,2",6.7,",,,0,0,3",383.5,",0",8.9,"1,,,0,0,2",8.3,"1,,,0,0,3",1.7,"1,,,0,0,2",1.7,",,,0,0,3",5.6,"1,,,0,0,2",5,"1,,,0,0,3",4.9,"1,,,0,0,2",4.8,",,,0,0,3",7.2,"1,,,0,0,2",6.6,"1,,,0,0,3",62.2,",,,0",,,72,",,,0",5.96,1.74,,,",0",11.35,",,,0",0.58,",,,0",,,,,170,",X",180,",X",,,,,,,14.3,",X",17,",X",,,,
USW00024127,2005-04,4,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.5,",X",0,0,0,",0",11,",0",9,",0",0,",0",0,",0",0,",0",0,",0",2,",0",0,",0",5,",0",0,",0",7,,,,2,,-1.1,",0,01,",0,",,0,30,+",0,",T,0,05,",20.6,",,0,28,",25,",0,17,",2867.7,0,11.7,",,,0,0,2",11.1,"2,,,0,0,3",241.9,",0",15,",,,0,0,2",13.3,"2,,,0,0,3",5.6,",,,0,0,2",5.6,"2,,,0,0,3",7.8,",,,0,0,2",7.8,"2,,,0,0,3",8.2,",,,0,0,2",8.4,"2,,,0,0,3",11.6,",,,0,0,2",10.2,"2,,,0,0,3",80,",,,0",,,0,",T,,0",10.27,0.71,,,",0",16.28,",,,0",4.26,",,,0",,,,,180,",X",150,",X",,,,,,,17.4,",X",21,",X",,,,
USW00024127,2005-05,5,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.1,",X",16.8,0,16.8,",0",11,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",18,",0",0,",0",5,,,,6,,1.7,",0,11,",0,",,0,31,+",0,",,0,31,+",20.6,",,0,11,",31.7,",0,20,",2982.5,0,19.4,"1,,,0,0,2",19.4,"3,,,0,0,3",114.8,",0",23.9,"1,,,0,0,2",22.8,"3,,,0,0,3",9.4,"1,,,0,0,2",10,"3,,,0,0,3",12.8,"1,,,0,0,2",13.3,"3,,,0,0,3",14.2,"1,,,0,0,2",14.7,"3,,,0,0,3",18.3,"1,,,0,0,2",17,"3,,,0,0,3",73.1,",,,0",,,0,",,,0",15.17,0.34,,,",0",21.51,",,,0",8.83,",,,0",,,,,280,",X",280,",X",,,,,,,17.4,",X",21,",X",,,,
USW00024127,2005-06,6,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.8,",X",104.3,0,87.5,",0",7,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",22,",0",7,",0",3,,,,10,,3.9,",0,07,",0,",,0,30,+",0,",T,0,07,",16.5,",,0,06,",35,",0,20,",3041.5,0,20.6,"1,,,0,0,2",19.4,",,,0,0,3",59,",0",23.9,"1,,,0,0,2",21.1,",,,0,0,3",13.3,"1,,,0,0,2",12.8,",,,0,0,3",17.2,"1,,,0,0,2",16.1,",,,0,0,3",16.4,"1,,,0,0,2",17,",,,0,0,3",21.2,"1,,,0,0,2",19.1,",,,0,0,3",41.8,",,,0",,,0,",T,,0",19.28,-0.32,,,",0",26.14,",,,0",12.42,",,,0",,,,,190,",X",200,",X",,,,,,,18.3,",X",21.5,",X",,,,
USW00024127,2005-07,7,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.8,",X",376.5,0,272.2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",27,",0",,,,,3,,12.2,",0,04,",0,",,0,31,+",0,",,0,31,+",0.3,",,0,29,",39.4,",0,20,+",0,0,24.4,",,,0,0,2",23.9,"1,,,0,0,3",0,",0",26.7,",,,0,0,2",26.1,"1,,,0,0,3",17.2,",,,0,0,2",19.4,"1,,,0,0,3",23.3,",,,0,0,2",21.1,"1,,,0,0,3",20.2,",,,0,0,2",21.4,"1,,,0,0,3",25.2,",,,0,0,2",23.1,"1,,,0,0,3",0.3,",,,0",,,0,",,,0",27.11,2.08,,,",0",35.16,",,,0",19.07,",,,0",,,,,180,",X",230,",X",,,,,,,17.9,",X",20.6,",X",,,,
USW00024127,2005-08,8,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.9,",X",584.9,0,208.4,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",19,",0",1,,,,10,,7.8,",0,31,",0,",,0,31,+",0,",,0,31,+",8.9,",,0,02,",37.2,",0,29,",1.6,0,23.9,",,,0,0,2",23.3,"1,,,0,0,3",1.6,",0",26.7,",,,0,0,2",25,"1,,,0,0,3",14.4,",,,0,0,2",16.7,"1,,,0,0,3",20,",,,0,0,2",17.8,"1,,,0,0,3",18.9,",,,0,0,2",20.4,"1,,,0,0,3",24.1,",,,0,0,2",22.1,"1,,,0,0,3",18.4,",,,0",,,0,",,,0",25,1.20,,,",0",32.28,",,,0",17.73,",,,0",,,,,130,",X",130,",X",,,,,,,15.6,",X",17,",X",,,,
USW00024127,2005-09,9,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.2,",X",648.5,0,63.6,",0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",6,",0",,,,,6,,3.9,",0,26,",0,",,0,30,+",0,",T,0,09,",4.1,",,0,09,",33.9,",0,02,",57.8,0,17.2,",,,0,0,2",18.3,",,,0,0,3",56.2,",0",20.6,",,,0,0,2",20,",,,0,0,3",10.6,",,,0,0,2",13.3,",,,0,0,3",15.6,",,,0,0,2",15,",,,0,0,3",13.9,",,,0,0,2",15.3,",,,0,0,3",17.8,",,,0,0,2",17.2,",,,0,0,3",10.2,",,,0",,,0,",T,,0",18.58,0.20,,,",0",25.98,",,,0",11.18,",,,0",,,,,260,",X",300,",X",,,,,,,16.1,",X",20.1,",X",,,,
USW00024127,2005-10,10,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.8,",X",652.9,0,4.4,",0",5,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",9,",0",0,",0",4,,,,2,,0.6,",0,31,",0,",,0,31,+",0,",,0,31,+",7.6,",,0,04,",29.4,",0,01,",244.1,0,11.7,"1,,,0,0,2",13.9,"1,,,0,0,3",186.3,",0",15,"1,,,0,0,2",15.6,"1,,,0,0,3",6.1,"1,,,0,0,2",7.8,"1,,,0,0,3",9.4,"1,,,0,0,2",9.4,"1,,,0,0,3",9.4,"1,,,0,0,2",10.8,"1,,,0,0,3",12.3,"1,,,0,0,2",12.1,"1,,,0,0,3",23,",,,0",,,0,",,,0",12.47,0.94,,,",0",18.7,",,,0",6.24,",,,0",,,,,170,",X",160,",X",,,,,,,13.9,",X",16.5,",X",,,,
USW00024127,2005-11,11,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.5,",X",652.9,0,0,",0",11,",0",4,",0",0,",0",0,",0",0,",0",0,",0",19,",0",1,",0",0,",0",0,",0",10,,,,1,,-6.7,",0,24,",0,",T,0,29,+",10,",,0,27,+",5.3,",,0,04,",20,",0,07,+",636.9,0,9.4,"1,,,0,5,2",10,",,,0,5,3",392.8,",0",10,"1,,,0,5,2",10.6,"4,,,0,5,3",1.7,"1,,,0,5,2",1.7,",,,0,5,3",1.7,"1,,,0,5,2",2.8,"4,,,0,5,3",4.9,"1,,,0,5,2",5.8,",,,0,5,3",6.9,"1,,,0,5,2",6.8,"4,,,0,5,3",20.5,",,,0",,,28,",,,0",5.24,1.12,,,",0",10.24,",,,0",0.24,",,,0",,,,,330,",X",320,",X",,,,,,,17,",X",20.1,",X",,,,
USW00024127,2005-12,12,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.2,",X",652.9,0,0,",0",11,",0",7,",0",0,",0",8,",0",2,",0",0,",0",28,",0",11,",0",0,",0",0,",0",15,,3,,,,-15,",0,07,",102,",,0,19,",76,",,0,18,",6.1,",,0,02,",14.4,",0,28,",1213.8,0,4.4,"4,,,0,5,2",2.8,"2,,,0,5,3",576.9,",0",4.4,"3,,,0,5,2",7.2,"1,,,0,5,3",-5,"4,,,0,5,2",-3.3,"2,,,0,5,3",-2.8,"3,,,0,5,2",-1.1,"1,,,0,5,3",-0.3,"4,,,0,5,2",0.3,"2,,,0,5,3",1.2,"3,,,0,5,2",1.9,"1,,,0,5,3",31.8,",,,0",,,175,",,,0",-0.28,0.81,,,",0",4.5,",,,0",-5.06,",,,0",,,,,170,",X",170,",X",,,,,,,16.5,",X",19.7,",X",,,,
USW00024127,2006-01,1,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.5,",W",0,0,0,",0",12,",0",5,",0",0,",0",6,",0",4,",0",0,",0",27,",0",1,",0",0,",0",0,",0",18,,3,,,,-8.3,",0,16,",51,",,0,19,",61,",,0,18,",8.1,",,0,31,",14.4,",0,14,",1741.6,0,5,"3,,,0,5,2",2.8,"4,,,0,5,3",527.8,",0",7.2,"4,,,0,5,2",3.9,"4,,,0,5,3",-1.1,"3,,,0,5,2",-5,"4,,,0,5,3",1.1,"4,,,0,5,2",1.1,"4,,,0,5,3",3,"3,,,0,5,2",0.8,"4,,,0,5,3",4.2,"4,,,0,5,2",2.1,"4,,,0,5,3",34.7,",,,0",,,235,",,,0",1.31,3.70,,,",0",5.48,",,,0",-2.87,",,,0",,,,,150,",X",160,",X",,,,,,,14.8,",X",17.9,",X",,,,
USW00024127,2006-02,2,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.4,",W",0,0,0,",0",8,",0",5,",0",0,",0",8,",0",3,",0",0,",0",22,",0",6,",0",0,",0",0,",0",17,,2,,1,,-15,",0,18,",229,",,0,16,",152,",,0,16,",8.6,",,0,01,",19.4,",0,27,",2232,0,4.4,",,,0,5,2",2.2,"3,,,0,5,3",490.4,",0",7.2,",,,0,5,2",3.3,"3,,,0,5,3",-1.7,",,,0,5,2",-2.8,"3,,,0,5,3",0,",,,0,5,2",-1.7,"3,,,0,5,3",1.2,",,,0,5,2",0.1,"3,,,0,5,3",2.9,",,,0,5,2",1.5,"3,,,0,5,3",32,",,,0",,,343,",,,0",0.82,0.22,,,",0",6.31,",,,0",-4.68,",,,0",,,,,160,",X",170,",X",,,,,,,19.2,",X",22.8,",X",,,,
USW00024127,2006-03,3,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.2,",W",0,0,0,",0",15,",0",10,",0",0,",0",4,",0",4,",0",0,",0",16,",0",0,",0",1,",0",0,",0",14,,4,,1,,-5.6,",0,10,",102,",,0,15,",124,",,0,15,",11.4,",,0,15,",21.1,",0,25,",2634.7,0,7.2,"1,,,0,5,2",4.4,"5,,,0,5,3",402.7,",0",9.4,"1,,,0,5,2",7.2,"5,,,0,5,3",1.1,"1,,,0,5,2",-2.8,"5,,,0,5,3",1.7,"1,,,0,5,2",0.6,"5,,,0,5,3",3.5,"1,,,0,5,2",1.5,"5,,,0,5,3",5.8,"1,,,0,5,2",3.3,"5,,,0,5,3",70.2,",,,0",,,339,",,,0",5.34,1.12,,,",0",10.42,",,,0",0.26,",,,0",,,,,300,",X",310,",X",,,,,,,20.1,",X",22.8,",X",,,,
USW00024127,2006-04,4,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.5,",W",0,0,0,",0",11,",0",8,",0",1,",0",0,",0",1,",0",0,",0",4,",0",0,",0",8,",0",0,",0",11,,1,,2,,-2.2,",0,02,",0,",,0,30,+",43,",,0,17,",27.9,",,0,06,",26.7,",0,22,",2830.4,0,12.8,",,,0,5,2",11.1,"2,,,0,5,3",195.7,",0",17.8,",,,0,5,2",15,"1,,,0,5,3",4.4,",,,0,5,2",0.6,"2,,,0,5,3",8.3,",,,0,5,2",6.1,"1,,,0,5,3",8.4,",,,0,5,2",8,"2,,,0,5,3",12.4,",,,0,5,2",10.6,"1,,,0,5,3",79.6,",,,0",,,56,",,,0",11.81,2.25,,,",0",18.01,",,,0",5.6,",,,0",,,,,180,",X",180,",X",,,,,,,18.3,",X",21,",X",,,,
USW00024127,2006-05,5,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.8,",W",56.9,0,56.9,",0",6,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",19,",0",2,",0",4,,,,1,,3.9,",0,10,",0,",,0,31,+",0,",,0,31,+",7.4,",,0,04,",33.3,",0,18,",2919.9,0,20.6,"4,,,0,0,2",,,89.5,",0",23.3,"2,,,0,0,2",21.1,"5,,,0,0,3",10,"4,,,0,0,2",,,13.9,"2,,,0,0,2",12.8,"5,,,0,0,3",14.4,"4,,,0,0,2",,,19.2,"2,,,0,0,2",16.6,"5,,,0,0,3",20.1,",,,0",,,0,",,,0",17.28,2.45,,,",0",24.17,",,,0",10.39,",,,0",,,,,200,",X",190,",X",,,,,,,28.2,",X",33.5,",X",,,,
USW00024127,2006-06,6,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.8,",W",197.4,0,140.5,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",17,",0",2,,,,4,,7.2,",0,01,",0,",,0,30,+",0,",,0,30,+",10.9,",,0,09,",37.2,",0,07,",2923.8,0,19.4,",,,0,0,2",19.4,"1,,,0,0,3",3.9,",0",25.6,",,,0,0,2",22.8,"1,,,0,0,3",12.8,",,,0,0,2",15,"1,,,0,0,3",20,",,,0,0,2",16.7,"1,,,0,0,3",16.5,",,,0,0,2",17.6,"1,,,0,0,3",22.6,",,,0,0,2",20,"1,,,0,0,3",18.3,",,,0",,,0,",,,0",22.89,3.29,,,",0",30.84,",,,0",14.93,",,,0",,,,,260,",X",260,",X",,,,,,,17.9,",X",22.8,",X",,,,
USW00024127,2006-07,7,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.9,",W",508.3,0,310.9,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",28,",0",,,,,11,,16.7,",0,08,",0,",,0,31,+",0,",,0,31,+",2.8,",,0,31,",40,",0,22,+",0,0,24.4,"2,,,0,0,2",23.3,"4,,,0,0,3",0,",0",27.8,",,,0,0,2",25,"4,,,0,0,3",18.3,"2,,,0,0,2",15.6,"4,,,0,0,3",21.7,",,,0,0,2",20,"4,,,0,0,3",20.7,"2,,,0,0,2",20.8,"4,,,0,0,3",25.7,",,,0,0,2",22.7,"4,,,0,0,3",6.6,",,,0",,,0,",,,0",28.36,3.33,,,",0",35.86,",,,0",20.86,",,,0",,,,,310,",X",310,",X",,,,,,,19.7,",X",23.7,",X",,,,
USW00024127,2006-08,8,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.4,",W",707.1,0,198.8,",0",8,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",17,",0",1,,,,13,,9.4,",0,31,",0,",,0,31,+",0,",T,0,15,",11.2,",,0,01,",36.7,",0,22,",1.4,0,23.3,",,,0,0,2",21.7,",,,0,0,3",1.4,",0",26.1,",,,0,0,2",25,",,,0,0,3",15,",,,0,0,2",17.2,",,,0,0,3",18.9,",,,0,0,2",18.3,",,,0,0,3",18.7,",,,0,0,2",19.9,",,,0,0,3",22.9,",,,0,0,2",21.5,",,,0,0,3",23.5,",,,0",,,0,",T,,0",24.7,0.90,,,",0",32.02,",,,0",17.38,",,,0",,,,,180,",X",160,",X",,,,,,,17.9,",X",25,",X",,,,
USW00024127,2006-09,9,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.7,",W",761.1,0,54,",0",5,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",21,",0",3,",0",5,,,,4,,2.2,",0,23,",0,",,0,30,+",0,",T,0,21,+",19.8,",,0,15,",33.9,",0,04,",81.3,0,17.8,",,,0,0,2",18.9,",,,0,0,3",79.9,",0",21.1,",,,0,0,2",19.4,",,,0,0,3",9.4,",,,0,0,2",12.2,",,,0,0,3",11.1,",,,0,0,2",13.3,",,,0,0,3",13.6,",,,0,0,2",15,",,,0,0,3",17,",,,0,0,2",16.4,",,,0,0,3",47.6,",,,0",,,0,",T,,0",17.47,-0.91,,,",0",24.62,",,,0",10.31,",,,0",,,,,270,",X",270,",X",,,,,,,17,",X",20.1,",X",,,,
USW00024127,2006-10,10,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.6,",W",766.4,0,5.3,",0",7,",0",4,",0",0,",0",0,",0",0,",0",0,",0",6,",0",0,",0",5,",0",0,",0",3,,,,5,,-3.9,",0,31,",0,",,0,31,+",0,",T,0,25,",9.7,",,0,06,",27.8,",0,01,",335.5,0,14.4,"1,,,0,0,2",13.9,"1,,,0,0,3",254.2,",0",17.2,"1,,,0,0,2",16.1,"1,,,0,0,3",4.4,"1,,,0,0,2",6.7,"1,,,0,0,3",7.2,"1,,,0,0,2",7.8,"1,,,0,0,3",9.1,"1,,,0,0,2",10.3,"1,,,0,0,3",12.3,"1,,,0,0,2",12,"1,,,0,0,3",26,",,,0",,,0,",T,,0",10.3,-1.23,,,",0",16.46,",,,0",4.15,",,,0",,,,,280,",X",270,",X",,,,,,,14.3,",X",19.7,",X",,,,
USW00024127,2006-11,11,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.7,",W",766.4,0,0,",0",8,",0",4,",0",0,",0",2,",0",2,",0",0,",0",20,",0",3,",0",2,",0",0,",0",12,,2,,2,,-15.6,",0,29,",178,",,0,29,",173,",,0,29,",8.6,",,0,14,",23.3,",0,08,",736,0,,,,,400.5,",0",10.6,"3,,,0,0,2",,,,,,,3.3,"3,,,0,0,2",,,,,,,6.5,"3,,,0,0,2",,,28.8,",,,0",,,206,",,,0",4.98,0.86,,,",0",10.73,",,,0",-0.77,",,,0",,,,,330,",X",330,",X",,,,,,,17.9,",X",21.5,",X",,,,
